opportunity_id,product,account,deal_stage,engage_date,close_date,close_value
G54JJCMX,gtx plus pro,scottech,lost,2017-06-04,2017-08-18,0.0
BPQ0358T,mg advanced,rangreen,lost,2017-06-04,2017-09-16,0.0
EPH7L4K0,gtxpro,condax,lost,2017-06-04,2017-09-05,0.0
SMU4542Q,gtx plus basic,hottechi,lost,2017-06-04,2017-08-16,0.0
E884CL8B,gtxpro,ontomedia,won,2017-06-04,2017-06-17,4942.0
4K8N65EM,mg special,initech,lost,2017-06-04,2017-08-06,0.0
KVTBYOVD,gtxpro,kan code,won,2017-06-04,2017-06-14,4612.0
ZA6CBQAL,gtxpro,zotware,won,2017-06-04,2017-06-20,4308.0
Y6YZXVTF,mg advanced,massive dynamic,won,2017-06-04,2017-09-04,2876.0
SHETLR3T,gtx plus pro,warephase,won,2017-06-04,2017-08-30,4990.0
EL03YRD0,gtx plus basic,scotfind,lost,2017-06-04,2017-09-29,0.0
3KZUBSRU,gtx plus basic,sonron,won,2017-06-04,2017-09-09,1024.0
F8QQEW1W,gtx plus basic,,engaging,2017-06-04,,
FA6JQ4V2,mg special,lexiqvolax,won,2017-06-04,2017-09-16,53.0
4LXUITP3,gtx basic,,engaging,2017-06-04,,
GXC8JN36,gtxpro,,engaging,2017-06-04,,
XTE9XJTS,mg special,zencorporation,engaging,2017-06-04,,
N7WUBQR0,gtx plus basic,singletechno,lost,2017-06-04,2017-09-17,0.0
9KJ89VHI,gtx basic,j texon,won,2017-06-04,2017-09-01,525.0
N3CN7GCZ,mg special,nam zim,won,2017-06-04,2017-08-27,60.0
KAHKF9H1,gtx plus basic,scotfind,won,2017-06-04,2017-06-08,967.0
P4UJ64QM,gtx basic,rantouch,lost,2017-06-04,2017-08-14,0.0
IHF5GR01,gtx basic,initech,won,2017-06-04,2017-06-14,524.0
81DUFIPO,mg special,j texon,won,2017-06-04,2017-09-10,57.0
58K44TMD,mg advanced,bubba gump,lost,2017-06-04,2017-06-20,0.0
EEBOSTAA,gtx plus pro,warephase,won,2017-06-04,2017-06-13,5056.0
9DDHZUZB,gtx basic,konex,won,2017-06-04,2017-06-08,600.0
IWLEND3K,gtx basic,donware,won,2017-06-05,2017-09-26,633.0
VICY80KW,gtxpro,vehement capital partners,won,2017-06-05,2017-08-27,4994.0
H35AXY3M,gtx plus basic,kan code,won,2017-06-05,2017-06-10,899.0
1UHFKBP6,gtxpro,scottech,lost,2017-06-05,2017-08-06,0.0
VF7DWQIH,gtx plus pro,dambase,won,2017-06-05,2017-08-25,5421.0
C7NW3JB2,gtxpro,genco pura olive oil company,won,2017-06-05,2017-08-23,5223.0
SUABQAC0,gtxpro,rundofase,won,2017-06-05,2017-06-18,4794.0
6JWA8DFJ,gtxpro,toughzap,won,2017-06-05,2017-09-06,4903.0
OEBJXZN6,mg advanced,dontechi,won,2017-06-05,2017-08-13,3625.0
QMUBRAT2,gtx basic,globex corporation,lost,2017-06-05,2017-08-28,0.0
W5P1OLUL,gtx basic,rundofase,won,2017-06-05,2017-08-03,554.0
JP4H1WG4,gtx basic,singletechno,lost,2017-06-05,2017-09-03,0.0
580XZTEO,gtx basic,sunnamplex,lost,2017-06-05,2017-06-11,0.0
PIFPDJMN,gtx basic,,engaging,2017-06-05,,
MASS6JEE,gtxpro,hatfan,won,2017-06-05,2017-09-05,5039.0
XNC9UMYH,gtx plus basic,faxquote,won,2017-06-05,2017-08-30,1169.0
AUEAKRQV,gtxpro,toughzap,won,2017-06-05,2017-09-19,5055.0
08Q8A6M9,mg special,scottech,won,2017-06-05,2017-06-22,60.0
6F8IL0XV,gtx plus basic,condax,lost,2017-06-05,2017-08-27,0.0
NTHLG5DT,gtx basic,golddex,won,2017-06-05,2017-09-08,595.0
Y5OZ7VOF,mg advanced,plexzap,won,2017-06-05,2017-06-21,3227.0
9HLQVY37,gtx plus basic,konmatfix,lost,2017-06-05,2017-06-11,0.0
8C3LOLPY,gtx plus basic,ron tech,lost,2017-06-05,2017-08-14,0.0
QMJHLT1V,mg special,hottechi,won,2017-06-05,2017-09-20,59.0
Q5JU0LZJ,gtx basic,inity,won,2017-06-05,2017-09-26,479.0
IRODLEGG,mg advanced,globex corporation,won,2017-06-05,2017-09-14,3449.0
HTA6XLY3,mg special,massive dynamic,won,2017-06-05,2017-09-24,54.0
XW7J3TI2,mg advanced,hatfan,lost,2017-06-05,2017-08-14,0.0
1BV5JLZV,mg special,doncon,won,2017-06-05,2017-09-01,59.0
84D18IA1,mg special,acme corporation,lost,2017-06-05,2017-08-01,0.0
7J0ZLDB1,mg special,,engaging,2017-06-05,,
41IM8V9E,gtx basic,finjob,lost,2017-06-05,2017-09-27,0.0
NXFAXN16,mg special,streethex,won,2017-06-06,2017-09-27,55.0
FXXEZ5U2,mg advanced,initech,won,2017-06-06,2017-08-09,3042.0
3F81XLI7,gtxpro,ganjaflex,won,2017-06-06,2017-08-11,4230.0
ID4LC9V5,gtx plus basic,initech,won,2017-06-06,2017-08-15,979.0
IPQFYK0E,gtx plus basic,zotware,won,2017-06-06,2017-06-17,1064.0
UU0F81HS,gtxpro,xx zobam,won,2017-06-06,2017-08-20,5166.0
7SBDZJF4,gtx plus basic,bioplex,won,2017-06-06,2017-08-23,1036.0
7UI7YX03,gtxpro,hottechi,won,2017-06-06,2017-08-06,4330.0
BNYWSG6W,mg advanced,hottechi,won,2017-06-06,2017-09-13,3598.0
RC1YCAEP,gtx basic,goodsilron,won,2017-06-06,2017-08-16,431.0
H6TY7RBJ,gtx plus basic,funholding,lost,2017-06-06,2017-08-28,0.0
MU6NOSH1,gtx basic,funholding,won,2017-06-06,2017-06-17,624.0
OFIORN0G,gtx plus basic,finhigh,won,2017-06-06,2017-06-11,1140.0
PMHOZRJN,mg special,condax,won,2017-06-06,2017-09-17,62.0
7Z3Q8UYS,gtx basic,fasehatice,lost,2017-06-06,2017-08-01,0.0
YT9PLSVL,gtx basic,streethex,won,2017-06-06,2017-09-15,584.0
BQINW2LB,mg special,lexiqvolax,lost,2017-06-06,2017-09-09,0.0
BLFMYCVF,mg special,goodsilron,won,2017-06-06,2017-08-19,57.0
379SDV6Y,gtx plus basic,statholdings,won,2017-06-06,2017-08-05,1267.0
FE2AE2YO,gtxpro,umbrella corporation,lost,2017-06-06,2017-06-11,0.0
XQY4Z4KI,mg special,,engaging,2017-06-06,,
2756CEOQ,mg special,plusstrip,won,2017-06-06,2017-09-16,55.0
9GYIYGHW,mg advanced,,engaging,2017-06-06,,
Z4CFFZAW,mg special,opentech,won,2017-06-06,2017-09-10,63.0
I967JINR,gtxpro,donquadtech,won,2017-06-06,2017-09-05,3961.0
IE18U4NO,mg special,zathunicon,won,2017-06-06,2017-08-26,45.0
JNIMHE7Y,mg special,warephase,won,2017-06-07,2017-08-20,61.0
KUKJQX9Y,mg advanced,bubba gump,lost,2017-06-07,2017-09-08,0.0
QCIG6H19,gtx plus basic,isdom,won,2017-06-07,2017-08-31,1114.0
DW29KM30,mg advanced,zathunicon,engaging,2017-06-07,,
R7IIOFBH,gtx basic,kan code,won,2017-06-07,2017-08-05,566.0
Q7ST5E1W,mg advanced,dambase,lost,2017-06-07,2017-08-20,0.0
6MTURF7Q,mg special,green plus,won,2017-06-07,2017-06-21,56.0
MWT1ZV0Y,gtx basic,ron tech,won,2017-06-07,2017-06-18,627.0
RKVXBXBM,mg special,,engaging,2017-06-07,,
B7Q6Q7S2,gtx plus basic,dalttechnology,won,2017-06-07,2017-08-16,1101.0
3DYZN86H,mg advanced,hottechi,won,2017-06-07,2017-09-17,2979.0
QYKTG5QA,mg advanced,isdom,lost,2017-06-07,2017-09-04,0.0
67CKCI5G,gtxpro,gekko co,lost,2017-06-07,2017-08-05,0.0
2O1IK8VR,mg advanced,warephase,won,2017-06-07,2017-06-17,3662.0
C6TQMD3C,gtx plus pro,,engaging,2017-06-07,,
IQMW1VDP,mg special,,engaging,2017-06-07,,
R9AVNYCO,gtx plus basic,conecom,engaging,2017-06-07,,
G1AKE0NR,gtxpro,,engaging,2017-06-07,,
N8NQK8K7,gtxpro,dalttechnology,lost,2017-06-07,2017-08-22,0.0
V93EX6XU,gtxpro,nam zim,won,2017-06-07,2017-08-17,5185.0
5QNUZYIL,mg advanced,umbrella corporation,won,2017-06-08,2017-06-24,3681.0
WX63AIMZ,mg special,dontechi,won,2017-06-08,2017-06-18,59.0
09P7O0LQ,mg special,finhigh,won,2017-06-08,2017-09-13,60.0
GYS3APR7,gtx basic,bluth company,won,2017-06-08,2017-08-05,602.0
9VF00HWL,gtx basic,xx zobam,won,2017-06-08,2017-08-12,515.0
UTJGDR3K,gtxpro,streethex,lost,2017-06-08,2017-08-25,0.0
MD0SRXG4,gtx plus pro,ron tech,won,2017-06-08,2017-06-21,5175.0
E0ITYYTG,gtxpro,acme corporation,lost,2017-06-08,2017-08-27,0.0
PGK5K24U,gtxpro,plussunin,won,2017-06-08,2017-08-28,4780.0
AY3KTIXX,gtx plus pro,cheers,engaging,2017-06-08,,
X46ZXX2S,gtx plus basic,globex corporation,lost,2017-06-08,2017-08-11,0.0
4QP55BTO,gtx basic,globex corporation,won,2017-06-08,2017-06-16,614.0
G6X1B2K5,gtx basic,rangreen,won,2017-06-08,2017-09-13,532.0
0YCAS0B9,gtx plus pro,finhigh,won,2017-06-08,2017-08-27,6096.0
6UZVABQR,gtx basic,hottechi,won,2017-06-08,2017-08-17,486.0
9NTDQ8ZC,gtx basic,funholding,won,2017-06-08,2017-08-17,566.0
FCCI80H2,mg special,singletechno,lost,2017-06-08,2017-06-22,0.0
ALQRAPZR,gtx plus basic,green plus,won,2017-06-08,2017-06-16,923.0
7SPRU76Q,gtxpro,hottechi,won,2017-06-08,2017-09-30,4744.0
JEMEGXUG,gtx basic,warephase,won,2017-06-08,2017-08-19,517.0
GVHIFUN1,gtx plus basic,zumgoity,won,2017-06-08,2017-06-14,881.0
RBB3C85Q,gtxpro,gogozoom,won,2017-06-08,2017-06-24,4272.0
WFP9J5J7,gtxpro,finjob,lost,2017-06-08,2017-08-26,0.0
8I4915WD,gtx plus basic,lexiqvolax,won,2017-06-08,2017-09-02,805.0
S2J63YRV,mg special,,engaging,2017-06-08,,
L831D7DF,mg special,funholding,lost,2017-06-08,2017-08-18,0.0
839DCVT2,mg special,codehow,won,2017-06-08,2017-09-13,55.0
D17T8PTH,gtx basic,,engaging,2017-06-08,,
EJ0EF8S1,gtx basic,sunnamplex,won,2017-06-08,2017-06-15,507.0
0ORRC53X,gtx basic,finjob,won,2017-06-08,2017-09-08,520.0
3QTN3F5T,mg advanced,isdom,won,2017-06-09,2017-08-15,3470.0
SY6BWRRO,gtxpro,vehement capital partners,lost,2017-06-09,2017-08-14,0.0
JW5SYMNS,gtx plus basic,zotware,won,2017-06-09,2017-08-22,1176.0
FHM7LYZ3,mg special,,engaging,2017-06-09,,
REO3FMSB,mg advanced,massive dynamic,engaging,2017-06-09,,
BJJQSJD8,gtx plus basic,zotware,engaging,2017-06-09,,
VP2CW520,gtx plus basic,treequote,lost,2017-06-09,2017-08-26,0.0
2F0RUQ0B,gtxpro,zotware,won,2017-06-09,2017-08-02,4517.0
XUP62FUM,gtx plus pro,rantouch,won,2017-06-09,2017-08-16,5125.0
T56J7ES7,gtx plus basic,nam zim,engaging,2017-06-09,,
MUIT1E0M,gtxpro,kan code,won,2017-06-09,2017-06-19,5339.0
D7XNUYJD,gtxpro,plusstrip,lost,2017-06-09,2017-08-19,0.0
ORG6MXKF,gtx plus basic,condax,won,2017-06-09,2017-06-26,1135.0
VS4UFFLH,mg special,kan code,won,2017-06-09,2017-09-05,52.0
VUYQCXTY,gtx plus basic,bioholding,won,2017-06-09,2017-08-04,1017.0
YFJKP42F,mg advanced,codehow,won,2017-06-09,2017-06-27,3681.0
OES8ZX7B,gtx plus basic,rundofase,lost,2017-06-09,2017-08-04,0.0
V9FD3EYK,gtxpro,mathtouch,won,2017-06-09,2017-09-22,4370.0
3C9CWV6J,mg advanced,iselectrics,won,2017-06-10,2017-06-14,3772.0
NDGQ0H91,mg advanced,sumace,won,2017-06-10,2017-06-28,2871.0
OU9O62Y7,gtx plus pro,cancity,won,2017-06-10,2017-08-04,4749.0
LFQCLMMG,mg special,ganjaflex,lost,2017-06-10,2017-08-27,0.0
3ZG0719M,gtx plus basic,ron tech,won,2017-06-10,2017-08-26,1075.0
EMIAKHPF,gtx plus pro,kinnamplus,won,2017-06-10,2017-09-21,5051.0
GG85QBTM,gtk 500,lexiqvolax,engaging,2017-06-10,,
MKEVYIDI,gtx plus basic,isdom,won,2017-06-10,2017-06-17,834.0
IFNT8NLL,mg special,green plus,lost,2017-06-10,2017-08-07,0.0
EWRVDN3U,mg advanced,toughzap,lost,2017-06-10,2017-09-19,0.0
WEGC0W05,mg special,rangreen,won,2017-06-10,2017-06-19,54.0
HZ283240,gtx basic,streethex,lost,2017-06-10,2017-09-07,0.0
3J1W4LM0,gtx basic,domzoom,won,2017-06-10,2017-06-21,527.0
1RIY3IBH,mg advanced,globex corporation,won,2017-06-10,2017-06-12,2724.0
6NZH6X7G,gtx plus pro,betasoloin,lost,2017-06-10,2017-06-21,0.0
DJ2GWNGZ,gtx basic,kinnamplus,won,2017-06-10,2017-09-05,551.0
LC2RIMSX,gtxpro,vehement capital partners,engaging,2017-06-10,,
S02S3TVE,gtx plus basic,plusstrip,won,2017-06-10,2017-06-21,1118.0
34YT99YN,gtx plus pro,dalttechnology,won,2017-06-10,2017-08-23,6094.0
N33B6LND,mg special,gekko co,lost,2017-06-10,2017-08-22,0.0
RUAU1ORD,gtx basic,,engaging,2017-06-10,,
C7NBDKVV,gtx basic,nam zim,won,2017-06-10,2017-08-06,556.0
9YVSYSE8,gtx basic,globex corporation,lost,2017-06-11,2017-09-16,0.0
VUF34IPC,mg special,rangreen,won,2017-06-11,2017-09-13,49.0
ONUWPAJM,gtx plus basic,silis,lost,2017-06-11,2017-09-11,0.0
A50JWKFS,gtx plus basic,streethex,won,2017-06-11,2017-09-25,1001.0
JP72AC6I,mg advanced,the new york inquirer,won,2017-06-11,2017-09-16,3777.0
9SZTURAF,gtx plus basic,initech,won,2017-06-11,2017-08-17,892.0
LB8UE159,gtx plus pro,iselectrics,won,2017-06-11,2017-06-19,5353.0
QYWZZ16B,gtxpro,betatech,won,2017-06-11,2017-06-24,4410.0
IJNOVBGU,mg advanced,konmatfix,won,2017-06-11,2017-09-03,3768.0
KYL4UFG5,gtx basic,bluth company,lost,2017-06-11,2017-08-29,0.0
QFBITAKR,gtx basic,j texon,won,2017-06-11,2017-08-10,507.0
VSZ4UVVN,gtx plus basic,zumgoity,won,2017-06-11,2017-09-20,1144.0
31C5DVJT,mg special,cheers,won,2017-06-11,2017-09-22,44.0
EG3KHGPL,mg advanced,treequote,won,2017-06-11,2017-06-27,3470.0
ZI89S9HC,mg advanced,dalttechnology,engaging,2017-06-11,,
LSJ2A8ZX,gtk 500,cheers,won,2017-06-11,2017-09-26,29166.0
9D06AK8T,gtx plus basic,kan code,won,2017-06-11,2017-08-10,1045.0
PPXIWYMT,gtx plus basic,fasehatice,won,2017-06-11,2017-09-12,951.0
5653N8BM,gtx plus basic,zoomit,engaging,2017-06-11,,
YWKJW726,mg special,stanredtax,won,2017-06-11,2017-08-20,43.0
ZVT9J7V1,mg special,zumgoity,won,2017-06-11,2017-06-15,55.0
477HSG28,gtx basic,,engaging,2017-06-11,,
NOBIC0PD,gtxpro,kan code,won,2017-06-12,2017-08-17,4294.0
UKECBJV5,gtx plus pro,streethex,won,2017-06-12,2017-08-29,4961.0
YT34YUZN,gtxpro,betasoloin,engaging,2017-06-12,,
UWVT8M2Y,gtx basic,iselectrics,lost,2017-06-12,2017-08-18,0.0
FU00L2Y2,gtxpro,ontomedia,won,2017-06-12,2017-09-23,4506.0
518D68L9,gtxpro,zencorporation,lost,2017-06-12,2017-06-26,0.0
AOZKTGZG,gtx basic,singletechno,won,2017-06-12,2017-08-22,608.0
TKN1L8EX,gtx plus basic,zathunicon,won,2017-06-12,2017-09-20,851.0
9GQ6HQLK,gtx plus basic,inity,won,2017-06-12,2017-09-20,1143.0
0RL4RHQJ,gtx plus pro,globex corporation,won,2017-06-12,2017-06-25,6365.0
ZE9WX1Q9,mg special,fasehatice,won,2017-06-12,2017-08-21,54.0
MCA0202R,gtx basic,,engaging,2017-06-12,,
QY6MB3QJ,gtx basic,sunnamplex,lost,2017-06-12,2017-08-14,0.0
RUYLZD4O,gtxpro,sonron,won,2017-06-12,2017-06-29,4798.0
BOVKZHAZ,mg special,doncon,lost,2017-06-12,2017-08-29,0.0
3X5BD9NU,gtxpro,fasehatice,won,2017-06-12,2017-06-25,4733.0
YT8YYRTU,gtx plus basic,cheers,won,2017-06-12,2017-08-29,1250.0
6V7OMXY5,gtx plus pro,faxquote,won,2017-06-12,2017-09-01,5966.0
0TR3RU8A,mg special,domzoom,won,2017-06-12,2017-09-10,61.0
3A7G5K0E,gtx basic,,engaging,2017-06-12,,
WWCMITY9,gtxpro,funholding,engaging,2017-06-12,,
TNWCER5C,gtx plus basic,,engaging,2017-06-12,,
GTOKTXRA,mg special,scotfind,won,2017-06-12,2017-09-20,48.0
SE6OIGYN,gtx plus basic,isdom,engaging,2017-06-12,,
PBJ01MRE,mg special,zathunicon,won,2017-06-12,2017-09-21,53.0
L2NXQFPN,mg special,cheers,lost,2017-06-12,2017-06-20,0.0
0XWCTQL2,mg special,doncon,won,2017-06-12,2017-08-18,51.0
SY72RAK2,mg advanced,cheers,won,2017-06-12,2017-09-04,3314.0
38YQ4771,mg advanced,treequote,lost,2017-06-13,2017-08-20,0.0
K7FBRQCA,mg special,genco pura olive oil company,won,2017-06-13,2017-09-25,64.0
F4V2FXK0,mg special,isdom,won,2017-06-13,2017-06-24,58.0
WTAM4BED,mg special,,engaging,2017-06-13,,
FZNEISTX,gtx plus basic,mathtouch,lost,2017-06-13,2017-08-22,0.0
S34T8KPW,gtx plus pro,massive dynamic,won,2017-06-13,2017-08-04,4598.0
5F40OSXS,mg advanced,mathtouch,won,2017-06-13,2017-06-19,3424.0
AILF7GOP,mg advanced,umbrella corporation,won,2017-06-13,2017-09-30,3399.0
LMJINVRQ,gtx plus basic,betasoloin,lost,2017-06-13,2017-09-07,0.0
MHPI0ZW1,gtx basic,konmatfix,lost,2017-06-13,2017-09-04,0.0
WJ81WITC,gtx plus pro,betatech,lost,2017-06-13,2017-08-16,0.0
AIAX4W1O,gtxpro,treequote,won,2017-06-13,2017-09-10,5322.0
DFSRHCXU,gtx basic,donquadtech,won,2017-06-13,2017-08-28,496.0
1VFUCUWA,mg advanced,bubba gump,won,2017-06-13,2017-08-27,3279.0
3IIDRUGI,mg special,scottech,lost,2017-06-13,2017-09-28,0.0
3VLKZISJ,mg special,scotfind,won,2017-06-13,2017-06-27,68.0
2GN2TRVV,gtx basic,treequote,lost,2017-06-13,2017-08-23,0.0
7HSRDCCK,gtx plus pro,,engaging,2017-06-13,,
WA4TPQ5U,gtx plus basic,zoomit,engaging,2017-06-13,,
9C9GO9XO,gtx plus basic,funholding,lost,2017-06-13,2017-08-21,0.0
ULES5Z21,mg special,bioholding,won,2017-06-13,2017-06-15,59.0
IITSDWWL,mg advanced,fasehatice,won,2017-06-13,2017-06-26,3205.0
8GYH6R9J,gtx basic,mathtouch,lost,2017-06-13,2017-06-27,0.0
C7ODMOS2,mg advanced,,engaging,2017-06-13,,
8X890G2T,mg special,globex corporation,won,2017-06-14,2017-06-23,55.0
74YVUL52,gtx basic,bubba gump,lost,2017-06-14,2017-09-17,0.0
JS5N8USN,gtx plus basic,,engaging,2017-06-14,,
HH4I6PAY,gtx basic,ganjaflex,won,2017-06-14,2017-09-02,525.0
TAGD6XU9,mg advanced,isdom,won,2017-06-14,2017-08-25,3455.0
IIREXAQX,mg advanced,faxquote,won,2017-06-14,2017-06-25,3110.0
8GISH3I9,mg special,kinnamplus,lost,2017-06-14,2017-06-27,0.0
6M89XBL0,gtx plus pro,scotfind,won,2017-06-14,2017-09-11,5053.0
YT2QLCVS,mg advanced,groovestreet,won,2017-06-14,2017-06-28,3539.0
3VC45PML,gtx basic,,engaging,2017-06-14,,
4ICL09BD,gtx basic,rundofase,won,2017-06-14,2017-08-23,580.0
YWWVWOO4,mg advanced,rantouch,lost,2017-06-14,2017-06-20,0.0
8TTFFCIK,mg advanced,warephase,won,2017-06-14,2017-06-17,3468.0
5URQT67R,gtk 500,treequote,engaging,2017-06-14,,
YX4E972E,gtxpro,conecom,engaging,2017-06-14,,
OG13XT4P,mg special,ron tech,won,2017-06-14,2017-09-19,54.0
ZYRRGSQK,mg advanced,bluth company,lost,2017-06-14,2017-06-27,0.0
0LDX9VLO,mg special,scottech,lost,2017-06-14,2017-08-11,0.0
XFFFWJQH,mg special,gekko co,lost,2017-06-14,2017-08-20,0.0
KRSNQKC6,gtx plus pro,zotware,won,2017-06-15,2017-06-28,6040.0
YY39ZQNV,gtxpro,the new york inquirer,won,2017-06-15,2017-09-01,5857.0
YHVY1LHH,mg advanced,dambase,won,2017-06-15,2017-06-25,3785.0
2BG4ZR42,gtx plus basic,zathunicon,lost,2017-06-15,2017-09-19,0.0
QQCIN1M4,gtx basic,initech,won,2017-06-15,2017-06-26,420.0
KIMW6PXN,gtxpro,xx zobam,won,2017-06-15,2017-06-20,4939.0
AKFNIQR0,gtxpro,scottech,won,2017-06-15,2017-06-30,4564.0
D5LEL3HF,mg advanced,rangreen,won,2017-06-15,2017-09-09,2683.0
6X4EEUGA,gtk 500,cheers,won,2017-06-15,2017-06-30,25464.0
KTSB1KYT,gtx basic,hottechi,won,2017-06-15,2017-09-09,460.0
RB7IA4JX,gtx basic,rundofase,won,2017-06-15,2017-06-28,546.0
M4HY664H,gtx plus basic,conecom,won,2017-06-15,2017-09-25,918.0
D2C191IK,mg advanced,domzoom,lost,2017-06-15,2017-06-29,0.0
I2V3EPW7,mg advanced,toughzap,won,2017-06-15,2017-08-02,3018.0
RB8LSFVK,mg special,sonron,won,2017-06-15,2017-08-24,52.0
ZU3GICE9,gtx basic,,engaging,2017-06-15,,
7SYJDW4L,mg special,bioplex,won,2017-06-15,2017-08-04,50.0
OXNWRI4I,mg special,,engaging,2017-06-15,,
O7E0302B,gtx basic,xx zobam,won,2017-06-15,2017-09-13,524.0
U11XXNCF,mg advanced,xx zobam,won,2017-06-15,2017-06-29,3306.0
HKV37WU9,gtx basic,,engaging,2017-06-15,,
73FYEJQV,mg special,hatfan,won,2017-06-15,2017-06-22,54.0
C4CQ8FZL,mg special,hottechi,won,2017-06-15,2017-06-28,53.0
OJ1WKIVY,gtx basic,zencorporation,won,2017-06-15,2017-08-29,514.0
YXXWQA4G,mg advanced,,engaging,2017-06-15,,
L1YN7LDL,mg special,bluth company,engaging,2017-06-16,,
N9ZXCBTU,gtx plus basic,konex,won,2017-06-16,2017-06-25,985.0
RLHNJZBW,gtxpro,conecom,won,2017-06-16,2017-08-11,5843.0
GKHTT70P,gtxpro,genco pura olive oil company,won,2017-06-16,2017-09-17,4577.0
GL8PN4LQ,mg advanced,isdom,won,2017-06-16,2017-06-24,3323.0
TTVQT1YD,mg advanced,betasoloin,lost,2017-06-16,2017-08-31,0.0
NOHEK8PU,gtx basic,ontomedia,won,2017-06-16,2017-09-17,483.0
56AN1DXW,gtx basic,initech,lost,2017-06-16,2017-08-22,0.0
WB44DF28,gtxpro,vehement capital partners,won,2017-06-16,2017-09-18,5206.0
DJ60T39C,mg advanced,finhigh,won,2017-06-16,2017-09-04,3621.0
52H2CE10,gtxpro,faxquote,won,2017-06-16,2017-06-25,4756.0
PVDGIYSB,gtx plus basic,isdom,lost,2017-06-16,2017-08-29,0.0
F57Z7KJF,mg advanced,stanredtax,won,2017-06-16,2017-06-24,3228.0
NEFPSWOJ,gtx plus basic,toughzap,engaging,2017-06-16,,
ZGSQMEQ9,gtx plus basic,bioholding,won,2017-06-16,2017-09-17,1063.0
FM1RH52B,gtx plus basic,yearin,lost,2017-06-16,2017-08-19,0.0
PFKDTEYU,gtxpro,xx zobam,engaging,2017-06-16,,
3C5GNT3Q,mg special,,engaging,2017-06-16,,
0LRVHITK,mg special,,engaging,2017-06-16,,
3NM7A8SX,mg advanced,newex,won,2017-06-16,2017-06-27,4234.0
1XWQZ1F8,gtx plus basic,plussunin,won,2017-06-17,2017-09-16,1198.0
LXGNXNX1,gtxpro,sumace,won,2017-06-17,2017-09-09,4960.0
YQK2K6U5,gtx basic,betatech,won,2017-06-17,2017-08-22,576.0
FROU0UKW,gtx plus pro,globex corporation,won,2017-06-17,2017-08-25,5614.0
SD8JJSKT,mg advanced,streethex,won,2017-06-17,2017-08-30,3422.0
HABN7JBG,gtx basic,rantouch,engaging,2017-06-17,,
2O76H591,mg advanced,,engaging,2017-06-17,,
LCWP23CI,gtx plus pro,finjob,won,2017-06-17,2017-06-24,5306.0
KSOW4MUK,gtx basic,,engaging,2017-06-17,,
FHYD80FB,gtxpro,,engaging,2017-06-17,,
1ORXGKVH,gtxpro,sonron,engaging,2017-06-17,,
XQ4FN1KA,gtxpro,golddex,lost,2017-06-17,2017-09-06,0.0
9BTSKY01,mg special,inity,won,2017-06-17,2017-09-19,60.0
EGEJA2HY,gtx basic,,engaging,2017-06-17,,
CQZSFN7C,gtk 500,konex,lost,2017-06-17,2017-08-15,0.0
81LMZHD1,gtx plus pro,bioholding,won,2017-06-17,2017-08-16,5018.0
TIPG6R0Z,gtx basic,,engaging,2017-06-17,,
1J5Y9X1H,mg advanced,groovestreet,won,2017-06-17,2017-09-17,3295.0
6LC0XB2D,mg special,rundofase,won,2017-06-18,2017-08-29,61.0
YKC8JUSY,gtx plus pro,mathtouch,lost,2017-06-18,2017-07-01,0.0
H3DYTZIQ,gtx plus basic,scottech,engaging,2017-06-18,,
PAQTBHVA,mg special,zathunicon,won,2017-06-18,2017-09-23,59.0
HEWKNHTH,gtx plus pro,,engaging,2017-06-18,,
EFIR7HGR,mg advanced,groovestreet,engaging,2017-06-18,,
JRWBU9BS,gtxpro,mathtouch,won,2017-06-18,2017-06-26,3720.0
DXF00KY4,mg advanced,isdom,lost,2017-06-18,2017-08-15,0.0
K6ZDH79M,gtxpro,funholding,won,2017-06-18,2017-08-16,5088.0
GKL9QV5B,gtx plus pro,scotfind,won,2017-06-18,2017-06-28,6666.0
1V3IQVOF,gtx plus basic,ron tech,lost,2017-06-18,2017-08-02,0.0
BH7EXL5M,gtxpro,isdom,won,2017-06-18,2017-06-23,5115.0
H176AX96,mg advanced,gekko co,engaging,2017-06-18,,
K0HLZM4Q,gtx basic,stanredtax,lost,2017-06-18,2017-08-21,0.0
BTNSR87A,gtx plus basic,isdom,won,2017-06-18,2017-07-01,1149.0
L58MN75X,gtxpro,bioholding,won,2017-06-18,2017-09-15,5220.0
SWV0JUQJ,mg special,stanredtax,won,2017-06-18,2017-06-22,60.0
XU836DFA,gtx basic,,engaging,2017-06-18,,
910IXBKP,gtx basic,lexiqvolax,won,2017-06-18,2017-06-22,551.0
NTNYA5PE,gtx basic,cheers,won,2017-06-18,2017-09-28,505.0
AHRCT8IP,gtx basic,warephase,lost,2017-06-18,2017-09-03,0.0
ESH4HX52,gtx plus pro,globex corporation,won,2017-06-18,2017-08-21,5472.0
P8LGQH9G,gtxpro,genco pura olive oil company,lost,2017-06-18,2017-06-21,0.0
VT1LZKEY,gtx basic,fasehatice,lost,2017-06-18,2017-08-29,0.0
0WC2J3UP,gtx basic,funholding,lost,2017-06-19,2017-08-28,0.0
VWSFZUNS,gtx plus pro,hottechi,won,2017-06-19,2017-08-24,5271.0
F3UB81V7,mg special,bioplex,won,2017-06-19,2017-08-23,49.0
SEX08VFB,mg advanced,opentech,lost,2017-06-19,2017-06-30,0.0
961ED0B1,gtx plus basic,,engaging,2017-06-19,,
